demand_id,item_id,fabric_category,max_production_limit,min_production_period,max_production_period,arrival_date,type,priority,history_supplier_id,algo_finished,algo_physical_supplier_id,designated_physical_supplier_id,forced_using_private_capacity,shared_capacity_availability,valid,create_time,update_time,manual_arrival_date,advancement_candidate
1575328893508841481,202123105010,梭织,2,-1,-1,2022-08-01,订货单,绿单,0003000097,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893508841482,202123105017,梭织,1,-1,-1,2022-08-01,订货单,绿单,0003001260,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893508841490,201123102001,梭织,1,-1,-1,2022-08-01,订货单,蓝单,0003000608,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893508841491,202123105118,梭织,1,-1,-1,2022-08-01,订货单,蓝单,0003001260,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893508841492,202123111001,梭织,1,-1,-1,2022-08-01,订货单,绿单,0003001260,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893508841493,202123111001,梭织,1,-1,-1,2022-08-01,订货单,蓝单,0003001260,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893508841494,202123111001,梭织,2,-1,-1,2022-08-01,订货单,蓝单,0003001260,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893508841495,202123111001,梭织,1,-1,-1,2022-08-01,订货单,蓝单,0003001260,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893508841496,202123111001,梭织,1,-1,-1,2022-08-01,订货单,蓝单,0003001260,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893508841497,202123111002,梭织,1,-1,-1,2022-08-01,订货单,蓝单,0003001260,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893508841498,202123111002,梭织,2,-1,-1,2022-08-01,订货单,蓝单,0003001260,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893508841499,202123111002,梭织,1,-1,-1,2022-08-01,订货单,蓝单,0003001260,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893508841500,202123111002,梭织,1,-1,-1,2022-08-01,订货单,蓝单,0003001260,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893508841501,201123102001,梭织,1,-1,-1,2022-08-01,订货单,蓝单,0003000608,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893508841502,202123111012,梭织,1,-1,-1,2022-08-01,订货单,绿单,EMPTY,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893508841503,202123111012,梭织,1,-1,-1,2022-08-01,订货单,绿单,EMPTY,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893508841504,201123102001,梭织,1,-1,-1,2022-08-01,订货单,蓝单,0003000608,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893508841505,201123102001,梭织,1,-1,-1,2022-08-01,订货单,蓝单,0003000608,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893508841506,200123102102,梭织,1,-1,-1,2022-08-01,订货单,蓝单,EMPTY,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893513035778,202123102002,梭织,1,-1,-1,2022-08-01,订货单,蓝单,0003000712,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893513035779,202123102002,梭织,1,-1,-1,2022-08-01,订货单,蓝单,0003000712,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893513035780,202123112002,梭织,1,-1,-1,2022-08-01,订货单,蓝单,0003000712,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893513035781,201123105201,针织,1,-1,-1,2022-08-01,订货单,蓝单,EMPTY,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893513035782,201123105201,针织,2,-1,-1,2022-08-01,订货单,蓝单,EMPTY,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893513035783,201123105201,针织,1,-1,-1,2022-08-01,订货单,蓝单,EMPTY,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893513035784,201123105201,针织,1,-1,-1,2022-08-01,订货单,蓝单,EMPTY,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893513035785,201123108117,针织,1,-1,-1,2022-08-01,订货单,绿单,0003001528,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893513035786,201123108117,针织,1,-1,-1,2022-08-01,订货单,绿单,0003001528,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893513035787,201123108117,针织,1,-1,-1,2022-08-01,订货单,绿单,0003001528,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893513035788,201123108117,针织,1,-1,-1,2022-08-01,订货单,绿单,0003001528,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893513035789,200123105103,梭织,1,-1,-1,2022-08-01,订货单,蓝单,0003000630,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893513035790,202123112003,梭织,1,-1,-1,2022-08-01,订货单,绿单,0003000661,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893513035791,201123121106,针织,1,-1,-1,2022-08-01,订货单,蓝单,0003000333,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893513035792,202123100103,针织,1,-1,-1,2022-08-01,订货单,蓝单,0003000333,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893513035793,202123100103,针织,1,-1,-1,2022-08-01,订货单,蓝单,0003000333,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893513035794,202123100103,针织,1,-1,-1,2022-08-01,订货单,蓝单,0003000333,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893513035795,202123100103,针织,1,-1,-1,2022-08-01,订货单,蓝单,0003000333,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893513035796,202123104102,针织,1,-1,-1,2022-08-01,订货单,绿单,0003000333,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893517230081,202123105201,针织,1,-1,-1,2022-08-01,订货单,蓝单,EMPTY,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893517230082,200123100004,针织,1,-1,-1,2022-08-01,订货单,蓝单,0003000333,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893517230083,202123105201,针织,2,-1,-1,2022-08-01,订货单,蓝单,EMPTY,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893517230084,202123105201,针织,1,-1,-1,2022-08-01,订货单,蓝单,EMPTY,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893517230085,202123121204,针织,1,-1,-1,2022-08-01,订货单,蓝单,EMPTY,0,EMPTY,EMPTY,0,渠道-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893517230086,202123121204,针织,1,-1,-1,2022-08-01,订货单,蓝单,EMPTY,0,EMPTY,EMPTY,0,渠道-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893517230087,202123121204,针织,1,-1,-1,2022-08-01,订货单,蓝单,EMPTY,0,EMPTY,EMPTY,0,渠道-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893517230088,202123121204,针织,1,-1,-1,2022-08-01,订货单,蓝单,EMPTY,0,EMPTY,EMPTY,0,渠道-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893517230089,202123121204,针织,1,-1,-1,2022-08-01,订货单,蓝单,EMPTY,0,EMPTY,EMPTY,0,渠道-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893517230090,202123121205,针织,1,-1,-1,2022-08-01,订货单,蓝单,0003000333,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893517230091,202123121205,针织,1,-1,-1,2022-08-01,订货单,蓝单,0003000333,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893517230092,202123121205,针织,1,-1,-1,2022-08-01,订货单,蓝单,0003000333,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893517230093,200123100004,针织,1,-1,-1,2022-08-01,订货单,蓝单,0003000333,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893521424385,200123100004,针织,1,-1,-1,2022-08-01,订货单,蓝单,0003000333,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893521424386,201123104104,针织,2,-1,-1,2022-08-01,订货单,蓝单,EMPTY,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893521424387,201123104104,针织,2,-1,-1,2022-08-01,订货单,蓝单,EMPTY,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893521424388,201123104104,针织,1,-1,-1,2022-08-01,订货单,蓝单,EMPTY,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893521424389,201123104104,针织,1,-1,-1,2022-08-01,订货单,蓝单,EMPTY,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893521424390,201123121106,针织,1,-1,-1,2022-08-01,订货单,蓝单,0003000333,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893521424391,201123100005,针织,1,-1,-1,2022-08-01,订货单,蓝单,0003000020,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893521424392,201123100106,针织,1,-1,-1,2022-08-01,订货单,蓝单,0003000020,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893521424393,201123100106,针织,1,-1,-1,2022-08-01,订货单,蓝单,0003000020,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893521424394,201123100106,针织,1,-1,-1,2022-08-01,订货单,蓝单,0003000020,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893521424395,201123100106,针织,1,-1,-1,2022-08-01,订货单,蓝单,0003000020,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893521424396,202123112002,梭织,2,-1,-1,2022-08-01,订货单,蓝单,0003000712,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893521424397,202123112002,梭织,1,-1,-1,2022-08-01,订货单,蓝单,0003000712,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893521424398,202123112002,梭织,1,-1,-1,2022-08-01,订货单,蓝单,0003000712,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893521424399,200123102102,梭织,1,-1,-1,2022-08-01,订货单,蓝单,EMPTY,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893521424400,200123102102,梭织,1,-1,-1,2022-08-01,订货单,蓝单,EMPTY,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893521424401,200123105004,梭织,1,-1,-1,2022-08-01,订货单,蓝单,0003000049,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893521424402,200123105004,梭织,1,-1,-1,2022-08-01,订货单,蓝单,0003000049,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893521424403,202123102002,梭织,1,-1,-1,2022-08-01,订货单,绿单,0003000712,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893521424404,202123102002,梭织,1,-1,-1,2022-08-01,订货单,蓝单,0003000712,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893521424405,202123102002,梭织,1,-1,-1,2022-08-01,订货单,蓝单,0003000712,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893521424406,202123112003,梭织,1,-1,-1,2022-08-01,订货单,绿单,0003000661,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893521424407,202123105005,梭织,1,-1,-1,2022-08-01,订货单,蓝单,0003000273,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893521424408,202123105005,梭织,2,-1,-1,2022-08-01,订货单,蓝单,0003000273,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893521424409,202123105005,梭织,1,-1,-1,2022-08-01,订货单,蓝单,0003000273,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893521424410,202123112003,梭织,1,-1,-1,2022-08-01,订货单,绿单,0003000661,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893525618689,200123105005,梭织,1,-1,-1,2022-08-01,订货单,蓝单,0003000666,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893525618690,200123105005,梭织,2,-1,-1,2022-08-01,订货单,蓝单,0003000666,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893525618691,200123105005,梭织,1,-1,-1,2022-08-01,订货单,蓝单,0003000666,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893525618692,200123105003,梭织,1,-1,-1,2022-08-01,订货单,蓝单,0003000666,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893525618693,202123105102,梭织,2,-1,-1,2022-08-01,订货单,绿单,0003000097,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893525618694,202123102002,梭织,1,-1,-1,2022-08-01,订货单,蓝单,0003000712,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893525618695,201123102003,梭织,1,-1,-1,2022-08-01,订货单,蓝单,0003000049,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893525618696,201123102003,梭织,1,-1,-1,2022-08-01,订货单,蓝单,0003000049,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893525618697,201123102003,梭织,1,-1,-1,2022-08-01,订货单,蓝单,0003000049,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893525618698,201123102004,梭织,1,-1,-1,2022-08-01,订货单,蓝单,EMPTY,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893525618699,201123102004,梭织,1,-1,-1,2022-08-01,订货单,蓝单,EMPTY,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893525618700,201123102004,梭织,1,-1,-1,2022-08-01,订货单,蓝单,EMPTY,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893525618701,201123102004,梭织,1,-1,-1,2022-08-01,订货单,蓝单,EMPTY,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893525618702,200123101005,梭织,1,-1,-1,2022-08-01,订货单,绿单,0003000674,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893525618703,200123105105,梭织,2,-1,-1,2022-08-01,订货单,蓝单,0003000674,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893525618704,202123105102,梭织,1,-1,-1,2022-08-01,订货单,绿单,0003000097,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893525618705,202123105103,梭织,1,-1,-1,2022-08-01,订货单,绿单,EMPTY,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893525618706,202123105103,梭织,1,-1,-1,2022-08-01,订货单,绿单,EMPTY,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893525618707,202123105116,梭织,1,-1,-1,2022-08-01,订货单,蓝单,0003000097,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893525618708,202123105116,梭织,2,-1,-1,2022-08-01,订货单,蓝单,0003000097,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893525618709,202123105116,梭织,1,-1,-1,2022-08-01,订货单,蓝单,0003000097,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893525618710,202123106102,梭织,1,-1,-1,2022-08-01,订货单,绿单,0003000097,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893529812994,202123106102,梭织,1,-1,-1,2022-08-01,订货单,绿单,0003000097,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893529812995,202123108102,梭织,1,-1,-1,2022-08-01,订货单,蓝单,0003000097,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893529812996,200123105003,梭织,1,-1,-1,2022-08-01,订货单,蓝单,0003000666,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893529812997,202123108102,梭织,1,-1,-1,2022-08-01,订货单,蓝单,0003000097,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893529812998,202123108102,梭织,1,-1,-1,2022-08-01,订货单,蓝单,0003000097,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893529812999,202123108103,梭织,1,-1,-1,2022-08-01,订货单,绿单,0003000097,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893529813000,202123108103,梭织,1,-1,-1,2022-08-01,订货单,绿单,0003000097,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893529813001,202123108103,梭织,1,-1,-1,2022-08-01,订货单,绿单,0003000097,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893529813002,202123108103,梭织,1,-1,-1,2022-08-01,订货单,绿单,0003000097,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893529813003,203123105001,梭织,1,-1,-1,2022-08-01,订货单,蓝单,0003000097,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893529813004,203123105001,梭织,1,-1,-1,2022-08-01,订货单,蓝单,0003000097,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893529813005,203123105001,梭织,1,-1,-1,2022-08-01,订货单,蓝单,0003000097,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893529813006,203123105101,梭织,1,-1,-1,2022-08-01,订货单,绿单,0003000097,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893529813007,200123105003,梭织,1,-1,-1,2022-08-01,订货单,蓝单,0003000666,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893529813008,200123105003,梭织,1,-1,-1,2022-08-01,订货单,蓝单,0003000666,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893529813009,202123105013,梭织,1,-1,-1,2022-08-01,订货单,蓝单,0003001764,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893529813010,202123105013,梭织,1,-1,-1,2022-08-01,订货单,蓝单,0003001764,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893534007298,202123105013,梭织,1,-1,-1,2022-08-01,订货单,蓝单,0003001764,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893534007299,202123105102,梭织,2,-1,-1,2022-08-01,订货单,绿单,0003000097,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893534007300,202123105102,梭织,1,-1,-1,2022-08-01,订货单,绿单,0003000097,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893534007301,201123105001,梭织,2,-1,-1,2022-08-01,订货单,蓝单,0003000576,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893534007302,201123108114,梭织,1,-1,-1,2022-08-01,订货单,蓝单,0003000576,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893534007303,201123108114,梭织,1,-1,-1,2022-08-01,订货单,蓝单,0003000576,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893534007304,201123104003,针织,1,-1,-1,2022-08-01,订货单,蓝单,0003001528,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893534007305,201123104003,针织,1,-1,-1,2022-08-01,订货单,蓝单,0003001528,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893534007306,201123104003,针织,1,-1,-1,2022-08-01,订货单,蓝单,0003001528,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893534007307,202123100002,针织,1,-1,-1,2022-08-01,订货单,蓝单,0003000615,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893534007308,202123100002,针织,1,-1,-1,2022-08-01,订货单,蓝单,0003000615,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893534007309,202123100002,针织,1,-1,-1,2022-08-01,订货单,蓝单,0003000615,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893534007310,201123100005,针织,1,-1,-1,2022-08-01,订货单,蓝单,0003000020,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893534007311,202123108116,针织,1,-1,-1,2022-08-01,订货单,绿单,0003001528,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893534007312,202123108116,针织,1,-1,-1,2022-08-01,订货单,蓝单,0003001528,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893534007313,202123108116,针织,1,-1,-1,2022-08-01,订货单,蓝单,0003001528,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893534007314,202123108116,针织,1,-1,-1,2022-08-01,订货单,蓝单,0003001528,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893534007315,202123121006,针织,1,-1,-1,2022-08-01,订货单,蓝单,0003000020,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893534007316,202123121006,针织,1,-1,-1,2022-08-01,订货单,蓝单,0003000020,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
